Run, velocity(km/s), b(km/s), Temp(K), N_fit, upper_N_err, lower_N_err, q_fit, upper_q_err, lower_q_err, area, area_err
T0.3_v3000_chi300_cond, 174.046, 2817.758, 977425.968, 3.14107680587e+14, 62065209.8125, 3.14107569043e+14, 0.624966284424, 26.9483247529, 2.34006060085e-08, 1.98084155882e+13, 183415.851562
T0.3_v3000_chi300_cond, 472.37, 2350.772, 1586209.883, 1.63749047482e+14, 3670151.375, 1.63748751843e+14, 2.73995168555, 14.9500058671, 7.76163551208e-08, 4.07957283813e+12, 5783.33907106
T3_v860_chi3000_cond, -1.924, 657.964, 996777.758, 5.74026791323e+13, 268956.375, 5.73989445735e+13, 0.781522723744, 7.69228733201, 5.79164460834e-09, 3.11802157103e+12, 5659.67871094
T3_v860_chi3000_cond, 10.717, 836.045, 1041421.627, 3.35166604941e+13, 241297603.621, 3.35118780343e+13, 0.158412765544, 15.965502681, 1.69378225334e-09, 5.1944534265e+12, 30668.125
T3_v860_chi3000_cond, 16.255, 700.893, 1500199.463, 2.06013042756e+14, 3423757.71875, 2.06012889863e+14, 1.88975447048, 13.9420326024, 5.55378354417e-08, 6.35799882316e+12, 11987.0605208
T3_v860_chi3000_cond, 19.129, 751.892, 1371252.504, 3.69721152149e+13, 803960.203125, 3.69718460262e+13, 1.0517709264, 11.4459119686, 2.11763435676e-08, 1.65087167402e+12, 20244.9177285
T10_v1500_chi10000_cond, -19.044, 818.002, 897677.731, 9.31934491419e+13, 625249.796875, 9.31921355062e+13, 1.8161002711, 8.05003684368, 2.51968177434e-08, 2.94601555185e+12, 18060.5414289
T10_v1500_chi10000_cond, 10.624, 877.513, 864504.443, 3.82357244632e+13, 272359.265625, 3.82355965033e+13, 0.642745751237, 12.5008392956, 6.97888247192e-09, 2.36639529708e+12, 30018.0288086
T10_v1500_chi10000_cond, 15.468, 869.68, 1282962.463, 9.7304778917e+13, 20967689.3906, 9.7303794632e+13, 0.441451735314, 14.7841047221, 6.86159112862e-09, 7.74416113445e+12, 111701.464844
T10_v1500_chi10000_cond, 18.625, 1032.127, 1203162.133, 7.57621035975e+13, 676603.0, 7.55814129771e+13, 4.76144279005, 1.6394097243, 1.15749141827e-07, 1.43155034536e+12, 224.207894033
T1_v480_chi1000_cond, 8.63, 447.228, 1875558.685, 7.5352397539e+12, 935203.358398, 7.5345831432e+12, 0.429645316744, 9.16071547456, 6.24134277594e-09, 6.10661029322e+11, 7981.1907959
T1_v480_chi1000_cond, 18.28, 482.283, 1579068.886, 5.44789424969e+13, 703993.570312, 5.44780815212e+13, 1.8024410916, 11.254112604, 4.68823602162e-08, 1.73008306868e+12, 12719.074373
T1_v480_chi1000_cond, 11.114, 494.977, 1605026.914, 3.88096389618e+13, 606154.65625, 3.88090537735e+13, 1.46662130501, 11.0584172157, 2.91319091072e-08, 1.39998159626e+12, 13958.4134526
T1_v480_chi1000_cond, 38.325, 493.535, 2669217.983, 3.72344641316e+12, 77573.9838867, 3.72166973786e+12, 1.01247125992, 13.1107615655, 2.70846807204e-08, 1.70451391204e+11, 1300.85826135
T0.3_v1700_chi300, 394.63, 1185.499, 1034870.277, 3.88024921382e+13, 2.09672869176e+13, 3.88021050294e+13, 0.0160467684371, 33.4488101604, 2.86199191867e-05, 1.96207121644e+13, 10860.4765625
T0.3_v1700_chi300, 524.648, 1018.22, 1190256.023, 5.69444194744e+13, 1.47854604574e+13, 5.69441105975e+13, 0.0302840755869, 36.4531273381, 1.2771673776e-05, 2.1985444349e+13, 8923.48828125
T0.3_v1700_chi300, 810.272, 739.642, 1874044.562, 7.53357509923e+13, 501830257067.0, 7.52591332665e+13, 0.068027006716, 21.6159479569, 1.69745667522e-09, 1.9239998514e+13, 219127.488281
T0.3_v1700_chi300, 649.802, 896.315, 1460025.626, 4.07072793118e+13, 4.43968190789e+12, 4.0705127082e+13, 0.0306929417983, 39.3592845555, 1.95061980564e-07, 1.56187324586e+13, 6294.66992188
T0.3_v3000_chi300, 544.646, 2259.017, 993812.457, 8.75185335958e+13, 389692406001.0, 8.75079162731e+13, 0.0548806994432, 27.965844643, 1.27249352722e-09, 2.51150778502e+13, 323664.960938
T0.3_v3000_chi300, 658.915, 2081.312, 1042963.749, 9.79114063096e+13, 456682849983.0, 9.789250229e+13, 0.0580743295203, 13.0804050066, 1.69347164763e-09, 2.72602619031e+13, 340469.910156
T0.3_v3000_chi300, 917.249, 1797.69, 1291861.969, 1.62419592677e+14, 25646674747.2, 1.62413134387e+14, 0.119701094047, 17.6630919044, 2.35906705282e-09, 2.98966848032e+13, 222149.136719
T0.3_v3000_chi300, 978.361, 1580.943, 1251682.895, 5.7004761989e+13, 1.18829195028e+12, 5.70041623225e+13, 0.0653981456432, 32.7685735082, 4.6249349242e-07, 1.48784643145e+13, 173516.853516
T3_v430_chi3000, 48.914, 414.685, 795057.842, 1.3052119019e+13, 81653589182.5, 1.30518123076e+13, 0.0242942566657, 29.8924905682, 1.87375327754e-09, 5.56589832962e+12, 2528.45507812
