Run, velocity(km/s), b(km/s), Temp(K), N_fit, upper_N_err, lower_N_err, q_fit, upper_q_err, lower_q_err, area, area_err
T0.3_v3000_chi300_cond, 125.269, 61.331, 13140.261, 1.9989440091e+17, 5308203424.0, 1.9989439986e+17, 11.7824763942, 16.8666627925, 6.85570971566e-05, 2.73305270645e+15, 4168025.78316
T0.3_v3000_chi300_cond, 176.15, 169.519, 11150.965, 2.04663836014e+17, 3004053760.0, 2.04663835695e+17, 7.73948604625, 12.8573506307, 0.00024028931056, 3.18560673624e+15, 18333.4111135
T3_v860_chi3000_cond, 7.844, 27.379, 10403.159, 3.62096034937e+16, 3492383968.0, 3.62096022697e+16, 0.254054121113, 28.4252982228, 4.42451575378e-09, 4.15163229286e+15, 11949091.0
T3_v860_chi3000_cond, 8.139, 21.058, 4591.358, 2.78094402819e+16, 251765588.0, 2.78094376969e+16, 0.239489611874, 19.3604798334, 2.87695639534e-09, 3.31309439779e+15, 10682244.5
T3_v860_chi3000_cond, 10.795, 11.248, 11038.98, 2.41857893816e+17, 4281853376.0, 2.41857893811e+17, 5.7076966218, 20.6701369853, 0.000719195400948, 4.22727956408e+15, 6886278.46525
T3_v860_chi3000_cond, 16.967, 8.211, 9767.984, 1.08090811573e+17, 1713799744.0, 1.08090811539e+17, 4.19350169582, 22.8833603097, 2.26324795563e-05, 2.16549754165e+15, 58766.497542
T10_v1500_chi10000_cond, 13.545, 34.645, 15243.294, 2.49939408295e+17, 3553210496.0, 2.49939408058e+17, 2.88820511294, 21.8448853874, 8.42327065875e-08, 6.05070779437e+15, 16300398.0756
T10_v1500_chi10000_cond, 8.633, 23.83, 13968.008, 2.88278160867e+17, 3174668480.0, 2.88278160758e+17, 2.72085786529, 10.6256594748, 6.72635218635e-08, 7.20968777228e+15, 9421130.95715
T10_v1500_chi10000_cond, 11.555, 16.991, 12161.922, 7.04071345997e+16, 2020591760.0, 7.04071335751e+16, 1.17884797446, 16.4241521771, 3.65590908658e-08, 2.9193061572e+15, 17030558.6393
T10_v1500_chi10000_cond, 15.324, 11.49, 10278.93, 1.51897335958e+17, 1220920224.0, 1.51897333585e+17, 4.87030546729, 8.8276970587, 1.1800176658e-07, 2.84136080737e+15, 602068.668895
T1_v480_chi1000_cond, 3.509, 8.807, 9621.401, 9.85231250444e+16, 1030215648.0, 9.85231250304e+16, 1.01392926765, 24.8050315591, 1.94765052974e-08, 4.5059282864e+15, 40111873.0433
T1_v480_chi1000_cond, 7.054, 5.768, 6862.199, 9.34996602555e+16, 1104236288.0, 9.34996600981e+16, 1.04030166881, 16.1804285736, 2.14811706201e-08, 4.20494063823e+15, 39196452.8639
T1_v480_chi1000_cond, 7.173, 9.83, 7143.366, 9.15752029586e+16, 740703184.0, 9.15752029504e+16, 1.80917455115, 14.1129056504, 3.07492602492e-08, 2.90157378262e+15, 19525001.588
T1_v480_chi1000_cond, 10.728, 10.513, 6711.4, 1.87955601252e+16, 298798500.0, 1.87955592922e+16, 0.477445309909, 13.9294273164, 5.63768876027e-09, 1.41949838538e+15, 707326.25
T0.3_v1700_chi300, 123.209, 92.899, 11224.738, 9.06029755774e+16, 756030224.0, 9.06029755069e+16, 1.47011341249, 28.3208590051, 2.34979100622e-08, 3.2634447863e+15, 32460954.5961
T0.3_v1700_chi300, 157.826, 100.279, 11224.106, 9.70580449221e+16, 704257872.0, 9.70580448484e+16, 1.76684614121, 19.6535909589, 2.16913449425e-08, 3.11987692664e+15, 35543085.1937
T0.3_v1700_chi300, 150.227, 115.047, 10715.043, 4.23391771741e+16, 290832608.0, 4.23391759322e+16, 0.713030902365, 21.5789933611, 9.72874192318e-09, 2.44476589453e+15, 9969650.0
T0.3_v1700_chi300, 237.72, 116.348, 14892.969, 1.24386495145e+16, 10287190592.0, 1.24386487149e+16, 0.362913337039, 18.2541555253, 4.30464730528e-09, 1.12795227495e+15, 6331612.5
T0.3_v3000_chi300, 182.4, 126.145, 11664.249, 7.40524799465e+16, 1000018560.0, 7.4052479895e+16, 0.947579420059, 26.3984989041, 2.2114544862e-08, 3.54067701202e+15, 29179238.2557
T0.3_v3000_chi300, 232.165, 163.302, 12435.741, 9.52901602619e+16, 742770224.0, 9.52901601834e+16, 2.01288555758, 20.5840182481, 2.90263355573e-08, 2.83201014598e+15, 158798.85552
